Pais;Tipo de falla;Dias respuesta;Outcome;I pais;I falla
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;6;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;7;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;8;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;9;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;10;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;11;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;12;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;13;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;14;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;15;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;16;0;4;9
Peru;MAIN BOARD;17;0;4;9
Peru;MAIN BOARD;17;0;4;9
Peru;MAIN BOARD;17;0;4;9
Peru;MAIN BOARD;17;0;4;9
Peru;MAIN BOARD;17;0;4;9
Peru;MAIN BOARD;17;0;4;9
Peru;MAIN BOARD;18;0;4;9
Peru;MAIN BOARD;18;0;4;9
Peru;MAIN BOARD;18;0;4;9
Peru;MAIN BOARD;18;0;4;9
Peru;MAIN BOARD;18;0;4;9
Peru;MAIN BOARD;18;0;4;9
Peru;MAIN BOARD;18;0;4;9
Peru;MAIN BOARD;18;0;4;9
Peru;MAIN BOARD;18;0;4;9
Peru;MAIN BOARD;18;0;4;9
Peru;MAIN BOARD;19;0;4;9
Peru;MAIN BOARD;19;0;4;9
Peru;MAIN BOARD;19;0;4;9
Peru;MAIN BOARD;19;0;4;9
Peru;MAIN BOARD;19;0;4;9
Peru;MAIN BOARD;19;0;4;9
Peru;MAIN BOARD;19;0;4;9
Peru;MAIN BOARD;19;0;4;9
Peru;MAIN BOARD;19;0;4;9
Peru;MAIN BOARD;19;0;4;9
Peru;MAIN BOARD;20;0;4;9
Peru;MAIN BOARD;20;0;4;9
Peru;MAIN BOARD;20;0;4;9
Peru;MAIN BOARD;20;0;4;9
Peru;MAIN BOARD;20;0;4;9
Peru;MAIN BOARD;21;0;4;9
Peru;MAIN BOARD;21;0;4;9
Peru;MAIN BOARD;21;0;4;9
Peru;MAIN BOARD;21;0;4;9
Peru;MAIN BOARD;21;0;4;9
Peru;MAIN BOARD;21;0;4;9
Peru;MAIN BOARD;21;0;4;9
Peru;MAIN BOARD;21;0;4;9
Peru;MAIN BOARD;22;0;4;9
Peru;MAIN BOARD;22;0;4;9
Peru;MAIN BOARD;22;0;4;9
Peru;MAIN BOARD;22;0;4;9
Peru;MAIN BOARD;22;0;4;9
Peru;MAIN BOARD;23;0;4;9
Peru;MAIN BOARD;23;0;4;9
Peru;MAIN BOARD;23;0;4;9
Peru;MAIN BOARD;23;0;4;9
Peru;MAIN BOARD;24;0;4;9
Peru;MAIN BOARD;24;0;4;9
Peru;MAIN BOARD;25;0;4;9
Peru;MAIN BOARD;29;0;4;9
Peru;MAIN BOARD;29;0;4;9
Peru;MAIN BOARD;33;0;4;9
Peru;MAIN BOARD;34;0;4;9
Peru;MAIN BOARD;45;0;4;9
Peru;MAIN BOARD;12;1;4;9
Peru;MAIN BOARD;21;1;4;9
Peru;MAIN BOARD;24;1;4;9
Peru;MAIN BOARD;27;1;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;1;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;2;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;3;0;4;9
Peru;MAIN BOARD;4;0;4;9
Peru;MAIN BOARD;4;0;4;9
Peru;MAIN BOARD;4;0;4;9
Peru;MAIN BOARD;4;0;4;9
